date,amount_JOD,type,merchant,is_fraud
2024-04-05,210.4868775005782,pos,Amazon,0
2024-04-06,70.89500823454892,pos,Other,0
2024-04-07,64.07500991991833,atm,Carrefour,0
2024-04-08,37.96308559381981,pos,Aman Bank,0
2024-04-09,438.87831977065144,online,Amazon,0
2024-04-10,57.871322280177985,atm,Carrefour,0
2024-04-11,293.6739791636652,pos,Carrefour,0
2024-04-12,269.9770685645053,online,Zain,0
2024-04-13,81.93024868510877,online,Aman Bank,0
2024-04-14,209.83151229621703,pos,Zain,0
2024-04-15,461.02247168003544,atm,Amazon,0
2024-04-16,433.5836942278402,online,Zain,0
2024-04-17,94.67757662090955,online,Amazon,0
2024-04-18,347.8298036884542,online,Aman Bank,0
2024-04-19,195.73987356379445,atm,Other,0
2024-04-20,55.43804622493306,online,Amazon,0
2024-04-21,264.4191709850869,atm,Amazon,0
2024-04-22,477.5244548602943,pos,Other,0
2024-04-23,378.7958592181739,pos,Carrefour,0
2024-04-24,862.355255312921,online,Carrefour,0
2024-04-25,638.7570652896936,online,Other,0
2024-04-26,41.915271790808035,pos,Aman Bank,0
2024-04-27,52.159759268981404,pos,Carrefour,0
2024-04-28,172.3339122968839,atm,Zain,0
2024-04-29,58.78214680506867,pos,Aman Bank,0
2024-04-30,85.88392978068526,online,Amazon,0
2024-05-01,196.23192480731248,atm,Other,0
2024-05-02,706.0200036212965,atm,Amazon,1
2024-05-03,62.147249027458244,pos,Aman Bank,0
2024-05-04,157.7595810673445,atm,Aman Bank,0
2024-05-05,519.028352924311,pos,Amazon,0
2024-05-06,378.2188610167777,atm,Aman Bank,0
2024-05-07,131.89572517521975,online,Other,0
2024-05-08,107.77734290769048,atm,Amazon,0
2024-05-09,312.70628848975144,online,Zain,0
2024-05-10,52.77837161841212,pos,Aman Bank,0
2024-05-11,59.65561853341959,pos,Aman Bank,0
2024-05-12,142.77786398927847,atm,Other,0
2024-05-13,1378.6746283452644,online,Zain,1
2024-05-14,89.82963584856776,atm,Carrefour,0
2024-05-15,646.7787821035799,online,Amazon,0
2024-05-16,1850.6629349915722,atm,Amazon,0
2024-05-17,120.09055425531626,pos,Amazon,0
2024-05-18,288.02009303330135,atm,Other,0
2024-05-19,51.287227273329634,online,Carrefour,0
2024-05-20,113.0784445786755,online,Other,0
2024-05-21,237.91959361467295,atm,Amazon,0
2024-05-22,115.9609892817737,online,Aman Bank,0
2024-05-23,162.5202846666545,atm,Aman Bank,0
2024-05-24,85.1714537843428,online,Amazon,0
2024-05-25,70.79068791512971,atm,Amazon,0
2024-05-26,524.8920073142884,online,Carrefour,1
2024-05-27,292.5723094497389,atm,Carrefour,0
2024-05-28,37.09666276620646,online,Zain,0
2024-05-29,130.1442139920309,online,Carrefour,0
2024-05-30,329.61997346412426,atm,Zain,0
2024-05-31,47.18475381147413,online,Zain,0
2024-06-01,124.17379954245709,online,Aman Bank,0
2024-06-02,186.657661965518,atm,Aman Bank,0
2024-06-03,556.640542381083,online,Other,0
2024-06-04,107.90385951601115,online,Amazon,0
2024-06-05,67.84346399925721,pos,Carrefour,0
2024-06-06,104.39546428352322,pos,Other,0
2024-06-07,92.15796607034841,online,Other,0
2024-06-08,158.12054876793457,atm,Zain,0
2024-06-09,4515.070890819582,atm,Zain,1
2024-06-10,95.30574719144586,pos,Zain,0
2024-06-11,533.0988342716121,atm,Amazon,0
2024-06-12,661.2454918226633,atm,Other,0
2024-06-13,78.47127583123387,atm,Amazon,0
2024-06-14,106.44695299581201,atm,Carrefour,0
2024-06-15,263.08459071944253,atm,Aman Bank,0
2024-06-16,99.44411239879328,atm,Aman Bank,0
2024-06-17,632.5536389241681,atm,Zain,0
2024-06-18,10.633659792940847,pos,Carrefour,0
2024-06-19,385.84192683164474,online,Aman Bank,0
2024-06-20,122.14683397574589,online,Other,0
2024-06-21,122.75179708610649,pos,Aman Bank,0
2024-06-22,88.33245076954495,atm,Carrefour,0
2024-06-23,152.62965894129132,atm,Carrefour,0
2024-06-24,603.5158166965336,online,Zain,1
2024-06-25,42.665944068119614,atm,Carrefour,0
2024-06-26,536.5789045534306,online,Carrefour,0
2024-06-27,1002.5333324066257,atm,Other,0
2024-06-28,3921.595579769395,online,Aman Bank,1
2024-06-29,42.56808234172011,atm,Aman Bank,0
2024-06-30,86.8353708276777,pos,Amazon,0
2024-07-01,66.09696799005937,atm,Aman Bank,0
2024-07-02,65.54709144393117,online,Zain,0
2024-07-03,168.49322920948916,pos,Carrefour,0
2024-07-04,93.64580985689174,atm,Zain,0
2024-07-05,37.22581108519113,online,Amazon,0
2024-07-06,50.28946151456229,atm,Other,0
2024-07-07,185.38514982377467,pos,Zain,0
2024-07-08,160.4148776184077,atm,Carrefour,0
2024-07-09,496.0326474014634,online,Aman Bank,0
2024-07-10,67.25891600795603,online,Carrefour,0
2024-07-11,233.16084029237177,atm,Aman Bank,0
2024-07-12,103.30485379931109,atm,Carrefour,0
2024-07-13,15.408692422777495,atm,Other,0
2024-07-14,836.4673681105171,atm,Zain,1
2024-07-15,142.96375420567048,pos,Aman Bank,0
2024-07-16,127.42368245945924,atm,Other,0
2024-07-17,21.406713228814326,online,Aman Bank,0
2024-07-18,126.0546373549737,atm,Carrefour,0
2024-07-19,86.1083798087658,atm,Other,0
2024-07-20,173.39242918279976,atm,Amazon,0
2024-07-21,82.51631236850078,atm,Carrefour,0
2024-07-22,32.759897529927755,atm,Carrefour,0
2024-07-23,588.8392058260118,online,Carrefour,0
2024-07-24,293.80029803404847,pos,Zain,0
2024-07-25,43.710548990921275,online,Zain,0
2024-07-26,64.61840967441525,online,Carrefour,0
2024-07-27,383.48190838605774,online,Aman Bank,0
2024-07-28,147.81823682856367,online,Zain,0
2024-07-29,87.95432193320013,atm,Carrefour,0
2024-07-30,159.15223523094605,atm,Other,0
2024-07-31,179.8061167136135,pos,Amazon,0
2024-08-01,57.78419370768027,atm,Aman Bank,0
2024-08-02,93.88228863956495,atm,Carrefour,0
2024-08-03,45.09398889086021,pos,Zain,0
2024-08-04,251.18496020422293,atm,Other,0
2024-08-05,187.82925798073163,online,Amazon,0
2024-08-06,18.904269657954636,atm,Aman Bank,0
2024-08-07,153.7370345480037,online,Zain,0
2024-08-08,106.75818800459616,atm,Carrefour,0
2024-08-09,748.0249279682971,atm,Aman Bank,0
2024-08-10,64.15675564855161,online,Zain,0
2024-08-11,125.45211856856227,online,Zain,0
2024-08-12,353.00249257616633,online,Amazon,0
2024-08-13,17.13323769868743,atm,Aman Bank,0
2024-08-14,67.44284476619437,atm,Amazon,0
2024-08-15,262.81424101127936,online,Zain,0
2024-08-16,8.09230953538096,pos,Other,0
2024-08-17,201.6281334261031,atm,Carrefour,0
2024-08-18,206.37946797865666,pos,Other,0
2024-08-19,98.59824270733574,pos,Other,0
2024-08-20,82.56099205818171,online,Other,0
2024-08-21,229.88711643931762,online,Other,0
2024-08-22,287.24764497127,atm,Aman Bank,0
2024-08-23,55.807735613162464,atm,Aman Bank,0
2024-08-24,21.883122932735194,atm,Aman Bank,0
2024-08-25,386.3799056194277,online,Amazon,0
2024-08-26,185.86435845649103,atm,Zain,0
2024-08-27,32.45188236900156,pos,Zain,0
2024-08-28,125.05997868162322,pos,Carrefour,0
2024-08-29,103.0800225864235,atm,Aman Bank,0
2024-08-30,175.74783074500536,online,Aman Bank,0
2024-08-31,77.55488861346336,atm,Carrefour,0
2024-09-01,144.71354225277935,atm,Zain,0
2024-09-02,235.42731415444442,pos,Amazon,0
2024-09-03,24.410059379519204,online,Carrefour,0
2024-09-04,51.16551849858858,atm,Carrefour,0
2024-09-05,136.06030626059933,pos,Carrefour,0
2024-09-06,280.21404853191757,online,Aman Bank,0
2024-09-07,577.4591882319459,atm,Amazon,0
2024-09-08,420.34248838248743,atm,Other,0
2024-09-09,263.9893050447569,atm,Amazon,0
2024-09-10,483.2697549565058,pos,Aman Bank,0
2024-09-11,292.6099914565462,pos,Carrefour,0
2024-09-12,21.838158289343458,pos,Other,0
2024-09-13,133.00784962880138,online,Zain,0
2024-09-14,52.10103354701246,online,Zain,0
2024-09-15,146.5856032640776,online,Other,0
2024-09-16,87.69141065686746,atm,Other,0
2024-09-17,370.23490321406103,online,Carrefour,0
2024-09-18,15.105352170121547,pos,Zain,0
2024-09-19,251.5823290277386,online,Other,0
2024-09-20,69.75035222531463,pos,Other,0
2024-09-21,243.3690665876515,online,Carrefour,0
2024-09-22,33.72683824405873,online,Aman Bank,0
2024-09-23,175.19545115630157,online,Aman Bank,0
2024-09-24,80.3856256266375,pos,Other,0
2024-09-25,151.53407486291704,online,Amazon,0
2024-09-26,778.2557776734445,online,Zain,1
2024-09-27,387.1005778677703,pos,Zain,0
2024-09-28,108.67711267257414,pos,Other,0
2024-09-29,586.5764077767324,online,Aman Bank,0
2024-09-30,508.26318398866323,online,Zain,0
2024-10-01,21.16016552366038,online,Other,0
2024-10-02,481.08613086884424,atm,Other,0
2024-10-03,392.63313375831103,online,Aman Bank,0
2024-10-04,19.2559595627602,pos,Carrefour,0
2024-10-05,211.56271590580297,pos,Zain,0
2024-10-06,158.5965098639293,atm,Aman Bank,0
2024-10-07,220.00250468250144,pos,Aman Bank,0
2024-10-08,127.8511399110412,online,Zain,0
2024-10-09,318.4361277876843,online,Amazon,0
2024-10-10,812.9262064685736,atm,Carrefour,0
2024-10-11,60.10298905873161,pos,Other,0
2024-10-12,192.97673153785428,atm,Carrefour,0
2024-10-13,697.7322673916366,online,Carrefour,0
2024-10-14,262.6244405974891,online,Aman Bank,0
2024-10-15,157.8282810724605,online,Aman Bank,0
2024-10-16,42.738996403030335,atm,Amazon,0
2024-10-17,303.93061808556615,pos,Carrefour,0
2024-10-18,520.4193131736512,online,Zain,0
2024-10-19,142.32760416467258,online,Aman Bank,0
2024-10-20,1594.6785780761709,atm,Zain,1
2024-10-21,346.77209990113266,atm,Other,0
2024-10-22,435.64050745406274,online,Amazon,0
2024-10-23,1417.8108517413798,atm,Other,0
2024-10-24,297.9384679380507,pos,Aman Bank,0
2024-10-25,75.98187838682733,pos,Other,0
2024-10-26,422.3036917867079,online,Other,0
2024-10-27,357.6653914049577,online,Amazon,0
2024-10-28,205.5592672029736,atm,Zain,0
2024-10-29,70.0150174333454,atm,Carrefour,0
2024-10-30,381.08029387102306,online,Carrefour,0
2024-10-31,18.77217847175216,online,Aman Bank,0
2024-11-01,727.3600306614856,online,Aman Bank,0
2024-11-02,918.0774044220188,pos,Aman Bank,0
2024-11-03,51.40587417716257,atm,Carrefour,0
2024-11-04,44.877569373093536,online,Carrefour,0
2024-11-05,110.98212941585759,online,Aman Bank,0
2024-11-06,1014.2481408932612,atm,Other,0
2024-11-07,75.91530285882693,online,Aman Bank,0
2024-11-08,61.166778641897594,pos,Zain,0
2024-11-09,151.23214549397724,atm,Other,0
2024-11-10,354.2671938705843,pos,Amazon,0
2024-11-11,210.6533329763039,atm,Zain,0
2024-11-12,752.3847255948932,pos,Carrefour,0
2024-11-13,350.28523798312864,atm,Zain,0
2024-11-14,805.3009858429157,atm,Amazon,0
2024-11-15,164.3743208567023,online,Carrefour,0
2024-11-16,327.1484587460766,online,Amazon,0
2024-11-17,98.67171876243829,pos,Carrefour,0
2024-11-18,326.81218548684086,online,Other,0
2024-11-19,124.53875884643985,pos,Aman Bank,0
2024-11-20,186.18863402537062,atm,Zain,0
2024-11-21,224.4409621967565,atm,Amazon,0
2024-11-22,30.38924067162374,atm,Zain,0
2024-11-23,93.11059455904535,pos,Carrefour,0
2024-11-24,88.48554583752232,atm,Zain,0
2024-11-25,368.62828601259196,atm,Aman Bank,0
2024-11-26,154.46170722501614,pos,Aman Bank,1
2024-11-27,414.7515894076998,online,Other,0
2024-11-28,136.7005046118858,atm,Amazon,0
2024-11-29,82.85266224737155,online,Aman Bank,0
2024-11-30,284.8849900395727,pos,Aman Bank,0
2024-12-01,388.9018603397986,atm,Carrefour,0
2024-12-02,208.2119393500109,atm,Zain,0
2024-12-03,74.72300710078382,atm,Other,0
2024-12-04,154.3766651860565,atm,Zain,0
2024-12-05,255.84366460214005,online,Zain,0
2024-12-06,329.4786890253883,online,Amazon,0
2024-12-07,421.40739153932816,online,Aman Bank,0
2024-12-08,226.21482527530458,pos,Zain,0
2024-12-09,313.7636533064472,atm,Aman Bank,0
2024-12-10,435.49580810251075,online,Zain,0
2024-12-11,178.05144798295407,online,Carrefour,0
2024-12-12,70.50559168432528,atm,Other,0
2024-12-13,87.55960354184076,online,Other,0
2024-12-14,45.56518738742662,atm,Amazon,0
2024-12-15,149.6948047524003,online,Zain,0
2024-12-16,2421.1094495213692,online,Other,1
2024-12-17,818.097717257557,atm,Other,0
2024-12-18,178.11511316876192,pos,Aman Bank,0
2024-12-19,142.4988176929516,pos,Aman Bank,0
2024-12-20,189.01331670193832,pos,Carrefour,0
2024-12-21,421.9123676482462,atm,Amazon,1
2024-12-22,36.48282509726088,pos,Aman Bank,0
2024-12-23,60.852580188389965,online,Other,0
2024-12-24,52.54383087173476,atm,Amazon,0
2024-12-25,126.71854810392922,atm,Other,0
2024-12-26,494.5396017671853,pos,Other,1
2024-12-27,444.0136285767053,online,Zain,0
2024-12-28,143.80806489093223,online,Other,0
2024-12-29,42.334828809945435,pos,Zain,0
2024-12-30,21.799139457441278,atm,Carrefour,0
2024-01-01,420.61533463450354,online,Zain,0
2024-01-02,508.6446357520552,atm,Amazon,0
2024-01-03,25.085572619054503,online,Amazon,0
2024-01-04,11489.798428761129,atm,Amazon,1
2024-01-05,5077.693165784856,pos,Carrefour,1
2024-01-06,696.1084204948613,online,Zain,0
2024-01-07,45.65037835738627,pos,Other,0
2024-01-08,184.416204378635,pos,Other,0
2024-01-09,83.5202378938814,atm,Zain,0
2024-01-10,163.49193179495472,atm,Other,0
2024-01-11,77.41293940102707,atm,Carrefour,0
2024-01-12,889.8062260857977,pos,Aman Bank,0
2024-01-13,78.52781091677844,pos,Amazon,0
2024-01-14,781.5806585663339,pos,Other,1
2024-01-15,517.0873460997534,atm,Zain,0
2024-01-16,557.5449860114495,atm,Aman Bank,1
2024-01-17,416.3584683043935,atm,Aman Bank,0
2024-01-18,167.4790701338897,atm,Other,0
2024-01-19,429.19353149534294,online,Other,0
2024-01-20,45.00875267272007,atm,Other,0
2024-01-21,213.28540737501254,atm,Aman Bank,0
2024-01-22,264.2628944633718,atm,Carrefour,0
2024-01-23,954.5694558423452,atm,Amazon,0
2024-01-24,105.49682750635729,atm,Aman Bank,0
2024-01-25,105.29087141170756,pos,Amazon,0
2024-01-26,862.0340839993055,online,Other,1
2024-01-27,173.88823249564692,online,Zain,0
2024-01-28,48.86681146566653,pos,Carrefour,0
2024-01-29,96.34670969654168,online,Aman Bank,0
2024-01-30,392.9991751775574,atm,Other,0
2024-01-31,838.2896376743294,online,Other,0
2024-02-01,130.7287664284614,online,Other,0
2024-02-02,118.97479112543961,pos,Zain,0
2024-02-03,191.04118146751338,pos,Zain,0
2024-02-04,90.45336844154698,atm,Amazon,0
2024-02-05,80.50672631402274,pos,Other,0
2024-02-06,3348.351719743413,online,Aman Bank,1
2024-02-07,295.3305259676691,pos,Carrefour,0
2024-02-08,810.5025190862565,atm,Amazon,0
2024-02-09,81.0354396660393,pos,Amazon,0
2024-02-10,868.9224751649687,online,Other,0
2024-02-11,36.796994791571855,pos,Zain,0
2024-02-12,33.634240712653394,online,Aman Bank,0
2024-02-13,1475.5756230153088,atm,Amazon,1
2024-02-14,365.5390082334684,pos,Amazon,0
2024-02-15,217.04077890128795,atm,Carrefour,0
2024-02-16,98.20412757359958,pos,Other,0
2024-02-17,50.246557394151026,atm,Aman Bank,0
2024-02-18,145.86563874435976,atm,Other,0
2024-02-19,982.8649857358133,pos,Aman Bank,1
2024-02-20,1111.6495747352553,atm,Zain,1
2024-02-21,292.68983026111283,online,Zain,0
2024-02-22,2429.204717900442,atm,Amazon,0
2024-02-23,411.5106085647338,atm,Aman Bank,0
2024-02-24,66.22587124077269,atm,Amazon,0
2024-02-25,138.4583939531548,atm,Carrefour,0
2024-02-26,51.33659837056882,pos,Zain,0
2024-02-27,90.82099129554038,atm,Aman Bank,0
2024-02-28,200.0416100747775,atm,Aman Bank,0
2024-02-29,1159.6133955993644,online,Zain,1
2024-03-01,173.85105019244975,pos,Carrefour,0
2024-03-02,65.96932640300676,online,Zain,0
2024-03-03,408.5584955488183,atm,Other,0
2024-03-04,63.46953138799687,online,Zain,0
2024-03-05,491.88026753134034,pos,Zain,0
2024-03-06,64.780764442946,online,Aman Bank,0
2024-03-07,701.9804656905742,online,Zain,0
2024-03-08,203.26124651381704,online,Carrefour,0
2024-03-09,34.100641502165956,atm,Zain,0
2024-03-10,152.25323381665208,atm,Carrefour,0
2024-03-11,2001.2398716791063,pos,Aman Bank,1
2024-03-12,143.81051713568567,pos,Amazon,0
2024-03-13,73.06823602947978,online,Amazon,0
2024-03-14,136.3382964894305,online,Carrefour,0
2024-03-15,126.74406453328359,atm,Aman Bank,0
2024-03-16,81.38591821163394,pos,Amazon,0
2024-03-17,476.3405886651038,atm,Zain,0
2024-03-18,377.5605730088599,atm,Zain,0
2024-03-19,95.76248017925323,online,Zain,0
2024-03-20,458.7378034802988,atm,Zain,1
2024-03-21,374.8101305482037,online,Zain,0
2024-03-22,325.65007939116686,atm,Zain,0
2024-03-23,79.53597041105874,pos,Other,0
2024-03-24,96.09715933375773,atm,Aman Bank,0
2024-03-25,181.7994312676846,pos,Aman Bank,0
2024-03-26,290.9906398168822,atm,Amazon,0
2024-03-27,200.50762140856975,pos,Zain,0
2024-03-28,82.07941001770817,atm,Amazon,0
2024-03-29,263.737235841008,online,Aman Bank,0
2024-03-30,340.82734360908984,online,Carrefour,0
2024-03-31,67.85430565341255,online,Other,0
2024-04-01,100.93775908610486,pos,Amazon,0
2024-04-02,122.00659637603106,online,Aman Bank,0
2024-04-03,152.08676332160536,atm,Aman Bank,0
2024-04-04,73.43549812800126,atm,Zain,0
2024-04-05,182.03473686202835,atm,Zain,0
2024-04-06,1160.0831332499047,online,Amazon,0
2024-04-07,905.4511048953317,atm,Zain,0
2024-04-08,131.44154933432208,online,Carrefour,0
2024-04-09,449.75766262903494,pos,Amazon,0
2024-04-10,52.628396794068955,atm,Zain,0
2024-04-11,75.97455190687596,pos,Amazon,0
2024-04-12,176.36360001272496,pos,Amazon,0
2024-04-13,106.03670967578067,atm,Amazon,0
2024-04-14,355.68947217599333,online,Aman Bank,0
2024-04-15,95.30634741171689,online,Aman Bank,0
2024-04-16,189.62316227166087,online,Other,0
2024-04-17,519.755907090715,online,Carrefour,0
2024-04-18,268.5065932377841,pos,Carrefour,0
2024-04-19,63.768838249542796,atm,Aman Bank,0
2024-04-20,86.3575129581869,atm,Zain,0
2024-04-21,143.15885712743355,online,Aman Bank,0
2024-04-22,235.6252879907112,atm,Carrefour,0
2024-04-23,85.65877129936747,atm,Aman Bank,0
2024-04-24,87.00848850279543,online,Other,0
2024-04-25,318.89510381227916,atm,Other,0
2024-04-26,3228.5595183081105,pos,Carrefour,1
2024-04-27,157.06501035030726,atm,Carrefour,0
2024-04-28,28.650502882328965,atm,Amazon,0
2024-04-29,148.5555411158988,atm,Other,0
2024-04-30,252.2188943921052,online,Aman Bank,0
2024-05-01,228.7548435680003,pos,Amazon,0
2024-05-02,118.08316741224826,pos,Zain,0
2024-05-03,117.23816160240531,atm,Aman Bank,0
2024-05-04,30.13384310222118,pos,Zain,0
2024-05-05,45.04946791120366,online,Amazon,0
2024-05-06,79.87474283448313,pos,Aman Bank,0
2024-05-07,182.67934684521066,online,Amazon,0
2024-05-08,461.89054069525366,pos,Aman Bank,0
2024-05-09,80.34628749830685,atm,Other,0
2024-05-10,207.8400151014358,atm,Other,0
2024-05-11,389.5677443177616,online,Aman Bank,0
2024-05-12,165.51266444619182,atm,Other,0
2024-05-13,97.5571466958434,pos,Carrefour,0
2024-05-14,151.3884290135434,online,Carrefour,0
2024-05-15,231.57945317849632,pos,Other,0
2024-05-16,60.76713811885647,atm,Amazon,0
2024-05-17,96.06380330100733,pos,Carrefour,0
2024-05-18,30.005504378923764,online,Carrefour,0
2024-05-19,377.306101589412,pos,Zain,0
2024-05-20,59.67684373320015,pos,Carrefour,0
2024-05-21,345.0215441767264,pos,Aman Bank,0
2024-05-22,60.28406518517268,pos,Aman Bank,0
2024-05-23,469.9042332587472,atm,Zain,0
2024-05-24,231.75157944184568,atm,Other,0
2024-05-25,1529.3928818012516,pos,Carrefour,0
2024-05-26,1487.506182065109,online,Zain,0
2024-05-27,450.6492414999132,online,Carrefour,0
2024-05-28,173.9277709242524,online,Other,0
2024-05-29,166.06988952623985,pos,Other,0
2024-05-30,61.82446332405606,atm,Amazon,0
2024-05-31,75.46108705325632,online,Carrefour,0
2024-06-01,156.99460894799415,pos,Aman Bank,0
2024-06-02,137.12486217288,atm,Zain,0
2024-06-03,69.11202658283291,pos,Aman Bank,0
2024-06-04,76.01369008005187,online,Zain,0
2024-06-05,133.03180179228949,pos,Amazon,0
2024-06-06,39.40987025310832,online,Amazon,0
2024-06-07,42.45023918192589,online,Amazon,0
2024-06-08,457.2055854722391,pos,Zain,0
2024-06-09,136.86646770441425,pos,Other,0
2024-06-10,132.81334526006282,atm,Other,0
2024-06-11,136.2043228520701,pos,Other,0
2024-06-12,504.3859281546864,pos,Amazon,0
2024-06-13,451.9417828892694,atm,Other,0
2024-06-14,67.65307865319056,online,Carrefour,0
2024-06-15,61.460736871703475,online,Carrefour,0
2024-06-16,60.671196705736996,atm,Amazon,0
2024-06-17,334.8880071111245,atm,Aman Bank,0
2024-06-18,204.74717373901728,online,Zain,0
2024-06-19,104.98375440902375,pos,Other,0
2024-06-20,2359.6933949019744,atm,Amazon,0
2024-06-21,120.56981691469956,atm,Carrefour,0
2024-06-22,301.5655988477961,pos,Amazon,0
2024-06-23,42.41160060719694,online,Carrefour,0
2024-06-24,56.490546872677484,online,Carrefour,0
2024-06-25,250.04587568751026,online,Zain,0
2024-06-26,225.6093647487618,atm,Other,0
2024-06-27,259.6238542906571,pos,Other,0
2024-06-28,10.061456216294824,online,Zain,0
2024-06-29,3509.079152904628,online,Amazon,1
2024-06-30,175.27612390985215,atm,Aman Bank,0
2024-07-01,375.08535654834907,atm,Zain,0
2024-07-02,49.05485092876102,pos,Other,0
2024-07-03,44.8895764527333,online,Amazon,0
2024-07-04,284.1233362885227,pos,Other,0
2024-07-05,291.07203572673603,pos,Zain,0
2024-07-06,48.08850585744476,atm,Zain,0
2024-07-07,50.06624387956928,atm,Amazon,0
2024-07-08,114.77489655950981,pos,Aman Bank,0
2024-07-09,387.4152247963956,online,Carrefour,0
2024-07-10,852.8749768582561,pos,Carrefour,0
2024-07-11,11.285858066183541,pos,Amazon,0
2024-07-12,145.14965451968183,online,Aman Bank,0
2024-07-13,292.1131232482165,atm,Zain,0
2024-07-14,345.22858268828344,atm,Carrefour,0
2024-07-15,68.96776474714402,online,Other,0
2024-07-16,131.4322987449009,online,Carrefour,0
